"HGNC ID"	"Approved Symbol"	"Approved Name"	"Status"	"Previous Symbols"	"Synonyms"	"Chromosome"	"Accession Numbers"	"RefSeq IDs"
"HGNC:11032"	"SLC4A6~withdrawn"	"symbol withdrawn, see SLC4A7"	"Symbol Withdrawn"					
"HGNC:11033"	"SLC4A7"	"solute carrier family 4, sodium bicarbonate cotransporter, member 7"	"Approved"	"SLC4A6"	"NBC3, SBC2"	"3p22"	"AB012130"	"NM_003615"
"HGNC:21433"	"SLC4A7OS~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:11034"	"SLC4A8"	"solute carrier family 4, sodium bicarbonate cotransporter, member 8"	"Approved"		"NBC3"	"12q13"	"AB018282"	"NM_004858"
"HGNC:11035"	"SLC4A9"	"solute carrier family 4, sodium bicarbonate cotransporter, member 9"	"Approved"		"AE4"	"5q31"	"AF313465"	"NM_031467"
"HGNC:13811"	"SLC4A10"	"solute carrier family 4, sodium bicarbonate transporter, member 10"	"Approved"		"NBCn2, NCBE"	"2q23-q24"		"NM_022058"
"HGNC:16438"	"SLC4A11"	"solute carrier family 4, sodium borate transporter, member 11"	"Approved"	"CHED2"	"dJ794I6.2, BTR1, NaBC1"	"20p12"	"AF336127"	
"HGNC:11036"	"SLC5A1"	"solute carrier family 5 (sodium/glucose cotransporter), member 1"	"Approved"	"SGLT1"	"D22S675, NAGT"	"22q12.3"		"NM_000343"
"HGNC:11037"	"SLC5A2"	"solute carrier family 5 (sodium/glucose cotransporter), member 2"	"Approved"	"SGLT2"		"16p12-p11"		
"HGNC:11038"	"SLC5A3"	"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3"	"Approved"		"SMIT"	"21q22"		
"HGNC:11039"	"SLC5A4"	"solute carrier family 5 (low affinity glucose cotransporter), member 4"	"Approved"		"SAAT1, SGLT3, DJ90G24.4"	"22q12.1-q12.3"	"U41897"	"NM_014227"
"HGNC:11040"	"SLC5A5"	"solute carrier family 5 (sodium iodide symporter), member 5"	"Approved"		"NIS"	"19p13.2-p12"		
"HGNC:11041"	"SLC5A6"	"solute carrier family 5 (sodium-dependent vitamin transporter), member 6"	"Approved"		"SMVT"	"2p23"	"AF069307"	"NM_021095"
"HGNC:14025"	"SLC5A7"	"solute carrier family 5 (choline transporter), member 7"	"Approved"		"hCHT, CHT1"	"2q12"	"AF276871"	
"HGNC:19119"	"SLC5A8"	"solute carrier family 5 (iodide transporter), member 8"	"Approved"		"AIT"	"12q23.1"	"AY081220"	"NM_145913"
"HGNC:22146"	"SLC5A9"	"solute carrier family 5 (sodium/glucose cotransporter), member 9"	"Approved"		"SGLT4"	"1p32"	"BX648549"	"XM_117174"
"HGNC:23155"	"SLC5A10"	"solute carrier family 5 (sodium/glucose cotransporter), member 10"	"Approved"		"SGLT5"	"17p11.2"		"NM_152351"
"HGNC:23091"	"SLC5A11"	"solute carrier family 5 (sodium/glucose cotransporter), member 11"	"Approved"		"KST1, SMIT2, SGLT6"	"16p12-p11"	"AF292385"	"NM_052944"
"HGNC:28750"	"SLC5A12"	"solute carrier family 5 (sodium/glucose cotransporter), member 12"	"Approved"		"MGC52019"	"11p14"	"BC049207"	"NM_178498"
"HGNC:11042"	"SLC6A1"	"solute carrier family 6 (neurotransmitter transporter, GABA), member 1"	"Approved"		"GAT1, GABATR, GABATHG"	"3p25-p24"		"NM_003042"
"HGNC:40546"	"SLC6A1-AS1"	"SLC6A1 antisense RNA 1 (non-protein coding)"	"Approved"			"3p25.3"		
"HGNC:11048"	"SLC6A2"	"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"	"Approved"	"NET1, NAT1, SLC6A5"	"NET"	"16q12.2"		
"HGNC:11049"	"SLC6A3"	"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3"	"Approved"	"DAT1"	"DAT"	"5p15.3"		"NM_001044"
"HGNC:11050"	"SLC6A4"	"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4"	"Approved"	"HTT"	"5-HTT, SERT1"	"17q11.2"	"L05568"	"NM_001045"
"HGNC:11051"	"SLC6A5"	"solute carrier family 6 (neurotransmitter transporter, glycine), member 5"	"Approved"	"NET1"	"GLYT2"	"11p15.1"	"AF085412"	"NM_004211"
"HGNC:11052"	"SLC6A6"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	"Approved"		"TAUT"	"3p26-p24"		"NM_003043"
"HGNC:11053"	"SLC6A6P1"	"solute carrier family 6, member 6 pseudogene 1"	"Approved"	"SLC6A6P"		"21q21.1"		
"HGNC:11054"	"SLC6A7"	"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7"	"Approved"		"PROT"	"5q31-q32"	"S80071"	"NM_014228"
"HGNC:11055"	"SLC6A8"	"solute carrier family 6 (neurotransmitter transporter, creatine), member 8"	"Approved"		"CRTR, CT1"	"Xq28"		
"HGNC:11056"	"SLC6A9"	"solute carrier family 6 (neurotransmitter transporter, glycine), member 9"	"Approved"		"GLYT1"	"1p33"	"S70609"	"NM_201649"
"HGNC:11043"	"SLC6A10P"	"solute carrier family 6 (neurotransmitter transporter, creatine), member 10, pseudogene"	"Approved"	"SLC6A10"	"CT-2"	"16p11.2"	"U41163"	
"HGNC:11044"	"SLC6A11"	"solute carrier family 6 (neurotransmitter transporter, GABA), member 11"	"Approved"		"GAT3"	"3p25.3"	"S75989"	"NM_014229"
"HGNC:11045"	"SLC6A12"	"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"	"Approved"		"BGT-1"	"12p13"	"L42300"	"NM_003044"
"HGNC:11046"	"SLC6A13"	"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"	"Approved"		"GAT2"	"12p13.33"	"U76343"	"NM_016615"
"HGNC:11047"	"SLC6A14"	"solute carrier family 6 (amino acid transporter), member 14"	"Approved"			"Xq23-q24"	"AF151978"	
"HGNC:13621"	"SLC6A15"	"solute carrier family 6 (neutral amino acid transporter), member 15"	"Approved"		"hv7-3, NTT73, FLJ10316, V7-3"	"12q21.3"	"AF265577"	"NM_018057, NM_182767"
"HGNC:13622"	"SLC6A16"	"solute carrier family 6, member 16"	"Approved"		"NTT5"	"19q13.1-q13.4"	"AF265578"	"NM_014037"
"HGNC:31399"	"SLC6A17"	"solute carrier family 6, member 17"	"Approved"			"1p13.2"		"XM_371280"
"HGNC:26441"	"SLC6A18"	"solute carrier family 6, member 18"	"Approved"		"FLJ31236, Xtrp2"	"5p15"	"AK055798"	"NM_182632"
"HGNC:27960"	"SLC6A19"	"solute carrier family 6 (neutral amino acid transporter), member 19"	"Approved"			"5p15"	"AK096054"	"XM_291120"
"HGNC:30927"	"SLC6A20"	"solute carrier family 6 (proline IMINO transporter), member 20"	"Approved"		"XT3, Xtrp3"	"3p21.6"	"AF075260"	"NM_020208"
"HGNC:31400"	"SLC6A21P"	"solute carrier family 6 (neurotransmitter transporter), member 21, pseudogene"	"Approved"	"SLC6A21"		"19q13.33"	"AC008891.7"	
"HGNC:11057"	"SLC7A1"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"	"Approved"	"ERR, ATRC1"	"CAT-1, HCAT1, REC1L"	"13q12-q14"	"AF078107"	"NM_003045"
"HGNC:11060"	"SLC7A2"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"	"Approved"	"ATRC2"	"CAT-2, HCAT2"	"8p22-p21.3"	"D29990"	"NM_003046"
"HGNC:11061"	"SLC7A3"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3"	"Approved"		"CAT-3, ATRC3, FLJ14541"	"Xq12"	"AF320612"	"NM_032803"
"HGNC:11062"	"SLC7A4"	"solute carrier family 7 (orphan transporter), member 4"	"Approved"		"HCAT3, CAT-4, VH"	"22q11.21"	"AJ000730"	"NM_004173"
"HGNC:11063"	"SLC7A5"	"solute carrier family 7 (amino acid transporter light chain, L system), member 5"	"Approved"		"LAT1, E16, D16S469E, MPE16, CD98"	"16q24.3"	"AF077866"	"NM_003486"
"HGNC:29458"	"SLC7A5P1"	"solute carrier family 7 (amino acid transporter light chain, L system), member 5 pseudogene 1"	"Approved"		"LAT1-3TM, MLAS"	"16p11.2"		"NM_031211"
"HGNC:24951"	"SLC7A5P2"	"solute carrier family 7 (amino acid transporter light chain, L system), member 5 pseudogene 2"	"Approved"		"IMAA, hLAT1-3TM"	"16p12.2"	"BC071656"	"NR_002594.1"
"HGNC:11064"	"SLC7A6"	"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6"	"Approved"		"y+LAT-2, KIAA0245, LAT3, LAT-2"	"16q22.1"	"D87432"	"NM_003983"
"HGNC:25807"	"SLC7A6OS"	"solute carrier family 7, member 6 opposite strand"	"Approved"		"FLJ13291"	"16q22.1"		"NM_032178"
"HGNC:11065"	"SLC7A7"	"solute carrier family 7 (amino acid transporter light chain, y+L system), member 7"	"Approved"	"LPI"	"y+LAT-1"	"14q11.2"	"AF092032"	
"HGNC:11066"	"SLC7A8"	"solute carrier family 7 (amino acid transporter light chain, L system), member 8"	"Approved"		"LPI-PC1, LAT2"	"14q11.2"	"Y18483"	
"HGNC:11067"	"SLC7A9"	"solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9"	"Approved"	"CSNU3"		"19q13.1"	"AF141289"	
"HGNC:11058"	"SLC7A10"	"solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10"	"Approved"		"asc-1"	"19q13.1"	"AB037670"	"NM_019849"
"HGNC:11059"	"SLC7A11"	"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11"	"Approved"		"xCT"	"4q28-q32"	"AB026891"	
"HGNC:23092"	"SLC7A13"	"solute carrier family 7 (anionic amino acid transporter), member 13"	"Approved"		"AGT-1, XAT2"	"8q21.2"	"AJ417661"	"NM_138817"
"HGNC:29326"	"SLC7A14"	"solute carrier family 7 (orphan transporter), member 14"	"Approved"		"KIAA1613"	"3q26.2"	"BC022968"	"NM_020949"
"HGNC:32724"	"SLC7A15P"	"solute carrier family 7, member 15, pseudogene"	"Approved"			"2p24.1"		
"HGNC:11068"	"SLC8A1"	"solute carrier family 8 (sodium/calcium exchanger), member 1"	"Approved"	"NCX1"		"2p23-p22"		"NM_021097"
"HGNC:11069"	"SLC8A2"	"solute carrier family 8 (sodium/calcium exchanger), member 2"	"Approved"		"NCX2, KIAA1087"	"19q13.2"	"AB029010"	
"HGNC:11070"	"SLC8A3"	"solute carrier family 8 (sodium/calcium exchanger), member 3"	"Approved"		"NCX3"	"14q24.1"	"AJ304852"	
"HGNC:11071"	"SLC9A1"	"solute carrier family 9 (sodium/hydrogen exchanger), member 1"	"Approved"	"APNH, NHE1"		"1p36.1-p35"	"M81768"	"NM_003047"
"HGNC:11072"	"SLC9A2"	"solute carrier family 9 (sodium/hydrogen exchanger), member 2"	"Approved"	"NHE2"		"2q11.2"		
"HGNC:11073"	"SLC9A3"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3"	"Approved"	"NHE3"		"5p15.3"		"NM_004174"
"HGNC:11074"	"SLC9A3P1"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 pseudogene 1"	"Approved"	"NHE3P, SLC9A3P"		"10q11.23"		
"HGNC:19325"	"SLC9A3P2"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 pseudogene 2"	"Approved"			"22q11.21"		"NG_005203"
"HGNC:33492"	"SLC9A3P3"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 pseudogene 3"	"Approved"			"10q11.23"		"XR_015422"
"HGNC:33493"	"SLC9A3P4"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 pseudogene 4"	"Approved"			"10q11.22"		"XR_016592"
"HGNC:11075"	"SLC9A3R1"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1"	"Approved"		"NHERF, EBP50"	"17q25.1"	"AF015926"	
"HGNC:11076"	"SLC9A3R2"	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2"	"Approved"		"SIP-1, TKA-1, NHERF-2, E3KARP"	"16p13.3"	"AF004900"	
"HGNC:11077"	"SLC9A4"	"solute carrier family 9 (sodium/hydrogen exchanger), member 4"	"Approved"		"NHE4"	"2q12.1"		"NM_001011552.3"
"HGNC:11078"	"SLC9A5"	"solute carrier family 9 (sodium/hydrogen exchanger), member 5"	"Approved"		"NHE5"	"16q22.1"		
"HGNC:11079"	"SLC9A6"	"solute carrier family 9 (sodium/hydrogen exchanger), member 6"	"Approved"		"NHE6, KIAA0267"	"Xq26.3"	"AF030409"	"NM_006359"
"HGNC:17123"	"SLC9A7"	"solute carrier family 9 (sodium/hydrogen exchanger), member 7"	"Approved"		"NHE7"	"Xp11.3"	"AF298591"	"NM_032591"
"HGNC:32679"	"SLC9A7P1"	"solute carrier family 9 (sodium/hydrogen exchanger), member 7 pseudogene 1"	"Approved"			"12q23.1"		
"HGNC:20728"	"SLC9A8"	"solute carrier family 9 (sodium/hydrogen exchanger), member 8"	"Approved"		"KIAA0939, NHE8"	"20q13.13"	"AB023156"	"XM_030524"
"HGNC:20653"	"SLC9A9"	"solute carrier family 9 (sodium/hydrogen exchanger), member 9"	"Approved"		"FLJ35613"	"3q23-q24"	"AY254100"	"NM_173653"
"HGNC:40928"	"SLC9A9-AS1"	"SLC9A9 antisense RNA 1 (non-protein coding)"	"Approved"			"3q24"		
"HGNC:40929"	"SLC9A9-AS2"	"SLC9A9 antisense RNA 2 (non-protein coding)"	"Approved"			"3q24"		
"HGNC:31401"	"SLC9A10"	"solute carrier family 9, member 10"	"Approved"			"3q13"	"AK128084"	"NM_183061"
"HGNC:28664"	"SLC9A11"	"solute carrier family 9, member 11"	"Approved"		"MGC43026"	"1q25.1"	"AK128104"	"NM_178527"
"HGNC:24244"	"SLC9B1"	"solute carrier family 9, subfamily B (cation proton antiporter 2), member 1"	"Approved"	"NHEDC1"		"4q24"	"AF447585"	"NM_139173"
"HGNC:37492"	"SLC9B1P1"	"solute carrier family 9, subfamily B (cation proton antiporter 2), member 1 pseudogene 1"	"Approved"	"NHEDC1P1"		"Yq11.21"		"NG_023008"
"HGNC:37493"	"SLC9B1P2"	"solute carrier family 9, subfamily B (cation proton antiporter 2), member 1 pseudogene 2"	"Approved"	"NHEDC1P2"		"2p11.1"		
"HGNC:43582"	"SLC9B1P3"	"solute carrier family 9, subfamily B (cation proton antiporter 2), member 1 pseudogene 3"	"Approved"			"10p11.1"		"NG_025429"
"HGNC:43583"	"SLC9B1P4"	"solute carrier family 9, subfamily B (cation proton antiporter 2), member 1 pseudogene 4"	"Approved"			"22q11.1"		
"HGNC:43584"	"SLC9B1P5"	"solute carrier family 9, subfamily B (cation proton antiporter 2), member 1 pseudogene 5"	"Approved"			"16p11.2"		"NG_028878"
"HGNC:25143"	"SLC9B2"	"solute carrier family 9, subfamily B (cation proton antiporter 2), member 2"	"Approved"	"NHEDC2"	"FLJ23984"	"4q24"	"AK172823"	"NM_178833"
"HGNC:10905"	"SLC10A1"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 1"	"Approved"		"NTCP"	"14q24"	"L21893"	
"HGNC:10906"	"SLC10A2"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 2"	"Approved"	"ASBT, ISBT"		"13q33"	"U10417"	
"HGNC:22979"	"SLC10A3"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 3"	"Approved"		"P3, DXS253E"	"Xq28"	"X12458"	"NM_019848"
"HGNC:22980"	"SLC10A4"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 4"	"Approved"		"MGC29802"	"4p12"	"BC012048"	"NM_152679"
"HGNC:22981"	"SLC10A5"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 5"	"Approved"			"8q21.13"		"XM_294493"
"HGNC:30603"	"SLC10A6"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 6"	"Approved"		"SOAT"	"4q22.1"	"AJ583502"	"NM_197965"
"HGNC:23088"	"SLC10A7"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 7"	"Approved"	"C4orf13"	"MGC25043, DKFZp566M114, DKFZp313H0531, DKFZp779O2438"	"4q31.2"	"AY346324"	"NM_032128"
"HGNC:10907"	"SLC11A1"	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"	"Approved"	"LSH, NRAMP, NRAMP1"		"2q35"	"D38171"	"NM_000578"
"HGNC:10908"	"SLC11A2"	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"	"Approved"	"NRAMP2"	"DCT1, DMT1"	"12q13"	"AB015355"	
"HGNC:10910"	"SLC12A1"	"solute carrier family 12 (sodium/potassium/chloride transporters), member 1"	"Approved"		"NKCC2"	"15q15-q21"		
"HGNC:10911"	"SLC12A2"	"solute carrier family 12 (sodium/potassium/chloride transporters), member 2"	"Approved"		"NKCC1, BSC, BSC2"	"5q23.3"		"NM_001046"
"HGNC:10912"	"SLC12A3"	"solute carrier family 12 (sodium/chloride transporters), member 3"	"Approved"			"16q13"		
"HGNC:10913"	"SLC12A4"	"solute carrier family 12 (potassium/chloride transporters), member 4"	"Approved"		"KCC1"	"16q22.1"		"NM_005072"
"HGNC:13818"	"SLC12A5"	"solute carrier family 12 (potassium/chloride transporter), member 5"	"Approved"		"KIAA1176, KCC2"	"20q13.12"	"AB033002"	
"HGNC:10914"	"SLC12A6"	"solute carrier family 12 (potassium/chloride transporters), member 6"	"Approved"	"KCC3, ACCPN"		"15q13"	"AF108831"	"NM_005135"
"HGNC:10915"	"SLC12A7"	"solute carrier family 12 (potassium/chloride transporters), member 7"	"Approved"		"KCC4, DKFZP434F076"	"5p15"	"AF105365"	"NM_006598"
"HGNC:15595"	"SLC12A8"	"solute carrier family 12 (potassium/chloride transporters), member 8"	"Approved"		"CCC9"	3		"NM_024628"
"HGNC:17435"	"SLC12A9"	"solute carrier family 12 (potassium/chloride transporters), member 9"	"Approved"		"CIP1"	"7q22"	"AF284422"	"NM_020246"
"HGNC:10916"	"SLC13A1"	"solute carrier family 13 (sodium/sulfate symporters), member 1"	"Approved"		"NaSi-1, NAS1"	"7q31-q32"		"NM_022444"
"HGNC:10917"	"SLC13A2"	"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2"	"Approved"		"NaDC-1"	"17p13.2"	"U26209"	"NM_003984"
"HGNC:14430"	"SLC13A3"	"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3"	"Approved"		"NADC3, SDCT2"	"20q12-q13.1"	"AF154121"	
"HGNC:15827"	"SLC13A4"	"solute carrier family 13 (sodium/sulfate symporters), member 4"	"Approved"		"SUT-1, SUT1"	"7q33"	"AF169301"	"NM_012450"
"HGNC:23089"	"SLC13A5"	"solute carrier family 13 (sodium-dependent citrate transporter), member 5"	"Approved"		"NACT"	"17p13.2"	"AJ489980"	"NM_177550"
"HGNC:10918"	"SLC14A1"	"solute carrier family 14 (urea transporter), member 1 (Kidd blood group)"	"Approved"	"JK"	"HsT1341"	"18q11-q12"	"BC040128"	"NM_015865"
"HGNC:10919"	"SLC14A2"	"solute carrier family 14 (urea transporter), member 2"	"Approved"		"HUT2, UT2"	"18q12.1-q21.1"	"X96969"	
"HGNC:10920"	"SLC15A1"	"solute carrier family 15 (oligopeptide transporter), member 1"	"Approved"		"PEPT1, HPECT1, HPEPT1"	"13q33-q34"	"U13173"	"NM_005073"
"HGNC:10921"	"SLC15A2"	"solute carrier family 15 (H+/peptide transporter), member 2"	"Approved"		"PEPT2"	"3q21.1"	"BC044572"	"NM_021082"
"HGNC:18068"	"SLC15A3"	"solute carrier family 15, member 3"	"Approved"		"PHT2, hPTR3"	"11q12.2"	"AB020598"	"NM_016582"
"HGNC:23090"	"SLC15A4"	"solute carrier family 15, member 4"	"Approved"		"PHT1, PTR4"	"12q24.32"	"AY038999"	"NM_145648"
"HGNC:33455"	"SLC15A5"	"solute carrier family 15, member 5"	"Approved"			"12p12.3"		"XM_001129090"
"HGNC:10922"	"SLC16A1"	"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)"	"Approved"		"MCT, MCT1"	"1p12"	"BC026317"	"NM_003051"
"HGNC:10923"	"SLC16A2"	"solute carrier family 16, member 2 (monocarboxylic acid transporter 8)"	"Approved"	"DXS128, AHDS, MRX22"	"XPCT, MCT8, MCT7"	"Xq13.2"		
"HGNC:10924"	"SLC16A3"	"solute carrier family 16, member 3 (monocarboxylic acid transporter 4)"	"Approved"		"MCT3, MCT4"	"17q25"	"U81800"	"NM_004207"
"HGNC:10925"	"SLC16A4"	"solute carrier family 16, member 4 (monocarboxylic acid transporter 5)"	"Approved"		"MCT4, MCT5"	"1p13.3"	"U59185"	"NM_004696"
"HGNC:10926"	"SLC16A5"	"solute carrier family 16, member 5 (monocarboxylic acid transporter 6)"	"Approved"		"MCT5, MCT6"	"17q25.2"	"U59299"	"NM_004695"
"HGNC:10927"	"SLC16A6"	"solute carrier family 16, member 6 (monocarboxylic acid transporter 7)"	"Approved"		"MCT6, MCT7"	"17q24.3"	"U79745"	"NM_004694"
"HGNC:10928"	"SLC16A7"	"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)"	"Approved"		"MCT2"	"12q13"	"AF049608"	"NM_004731"
"HGNC:16270"	"SLC16A8"	"solute carrier family 16, member 8 (monocarboxylic acid transporter 3)"	"Approved"		"MCT3, REMP"	"22q12.3-q13.2"	"AF132610"	"NM_013356"
"HGNC:23520"	"SLC16A9"	"solute carrier family 16, member 9 (monocarboxylic acid transporter 9)"	"Approved"	"C10orf36"	"FLJ43803, MCT9"	"10q21.3"	"AK125791"	"NM_194298"
"HGNC:17027"	"SLC16A10"	"solute carrier family 16, member 10 (aromatic amino acid transporter)"	"Approved"		"TAT1"	"6q21-q22"	"AF116652"	
"HGNC:23093"	"SLC16A11"	"solute carrier family 16, member 11 (monocarboxylic acid transporter 11)"	"Approved"		"FLJ90193, MCT11"	"17p13.2"	"AK074674"	"NM_153357"
"HGNC:23094"	"SLC16A12"	"solute carrier family 16, member 12 (monocarboxylic acid transporter 12)"	"Approved"		"MCT12"	"10q23.32"		"NM_213606"
"HGNC:31037"	"SLC16A13"	"solute carrier family 16, member 13 (monocarboxylic acid transporter 13)"	"Approved"		"MCT13"	"17p13.1"	"BN000145"	
"HGNC:26417"	"SLC16A14"	"solute carrier family 16, member 14 (monocarboxylic acid transporter 14)"	"Approved"		"FLJ30794, MCT14"	"2q37.1"	"BN000146"	"NM_152527"
"HGNC:10929"	"SLC17A1"	"solute carrier family 17 (sodium phosphate), member 1"	"Approved"	"NPT1"	"NAPI-1"	"6p23-p21.3"		
"HGNC:10930"	"SLC17A2"	"solute carrier family 17 (sodium phosphate), member 2"	"Approved"		"NPT3"	"6p21.3"	"U90544"	
"HGNC:10931"	"SLC17A3"	"solute carrier family 17 (sodium phosphate), member 3"	"Approved"		"NPT4"	"6p21.3"	"U90545"	
"HGNC:10932"	"SLC17A4"	"solute carrier family 17 (sodium phosphate), member 4"	"Approved"		"KIAA2138"	"6p22-p21.3"	"AB020527"	
"HGNC:10933"	"SLC17A5"	"solute carrier family 17 (anion/sugar transporter), member 5"	"Approved"	"SIASD"	"AST, SD, ISSD, NSD, SIALIN, SLD"	"6q14-q15"	"AJ387747"	
"HGNC:16703"	"SLC17A6"	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6"	"Approved"		"DNPI, VGLUT2"	"11p14.3"	"AB032435"	"NM_020346"
"HGNC:16704"	"SLC17A7"	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7"	"Approved"		"BNPI, VGLUT1"	"19q13"	"AB032436"	
"HGNC:20151"	"SLC17A8"	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8"	"Approved"	"DFNA25"	"VGLUT3"	"12q23.3"	"AJ459241"	"NM_139319"
"HGNC:16192"	"SLC17A9"	"solute carrier family 17, member 9"	"Approved"	"C20orf59"	"FLJ23412"	"20q13.33"	"AK027065"	"NM_022082"
"HGNC:10934"	"SLC18A1"	"solute carrier family 18 (vesicular monoamine), member 1"	"Approved"	"VMAT1, VAT1"	"CGAT"	"8p21.3"		
"HGNC:10935"	"SLC18A2"	"solute carrier family 18 (vesicular monoamine), member 2"	"Approved"	"VMAT2"	"SVMT, SVAT"	"10q25"	"L14269"	"NM_003054"
"HGNC:10936"	"SLC18A3"	"solute carrier family 18 (vesicular acetylcholine), member 3"	"Approved"		"VACHT"	"10q11.2"	"BC007765"	"NM_003055"
"HGNC:10937"	"SLC19A1"	"solute carrier family 19 (folate transporter), member 1"	"Approved"		"FOLT"	"21q22.3"	"U15939"	
"HGNC:10938"	"SLC19A2"	"solute carrier family 19 (thiamine transporter), member 2"	"Approved"	"TRMA"	"THTR1"	"1q23.3"	"AF135488"	"NM_006996"
"HGNC:16266"	"SLC19A3"	"solute carrier family 19, member 3"	"Approved"		"THTR2"	"2q37"	"AF271633"	
"HGNC:10946"	"SLC20A1"	"solute carrier family 20 (phosphate transporter), member 1"	"Approved"	"GLVR1"	"PiT-1, Glvr-1"	"2q11-q14"		"NM_005415"
"HGNC:20051"	"SLC20A1P1"	"solute carrier family 20 (phosphate transporter), member 1 pseudogene 1"	"Approved"			"14q32.33"		"NG_001019"
"HGNC:42539"	"SLC20A1P2"	"solute carrier family 20 (phosphate transporter), member 1 pseudogene 2"	"Approved"			"14q32.33"		
"HGNC:42538"	"SLC20A1P3"	"solute carrier family 20 (phosphate transporter), member 1 pseudogene 3"	"Approved"			"15q11.1"		
"HGNC:10947"	"SLC20A2"	"solute carrier family 20 (phosphate transporter), member 2"	"Approved"	"MLVAR, GLVR2"	"PiT-2, Glvr-2"	"8p12-p11"		
"HGNC:10948"	"SLC20A3~withdrawn"	"symbol withdrawn, see SLC25A1"	"Symbol Withdrawn"					
"HGNC:10949"	"SLC20A4~withdrawn"	"symbol withdrawn, see SLC25A11"	"Symbol Withdrawn"					
"HGNC:10950"	"SLC21A1~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:10957"	"SLC21A4~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:10958"	"SLC21A5~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:10960"	"SLC21A7~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:10951"	"SLC21A10~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:10954"	"SLC21A13~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:10963"	"SLC22A1"	"solute carrier family 22 (organic cation transporter), member 1"	"Approved"		10/01/12	"6q25.3"	"U77086"	
"HGNC:10966"	"SLC22A2"	"solute carrier family 22 (organic cation transporter), member 2"	"Approved"		10/02/12	"6q25.3"	"X98333"	"NM_003058"
"HGNC:10967"	"SLC22A3"	"solute carrier family 22 (extraneuronal monoamine transporter), member 3"	"Approved"		"OCT3, EMT"	"6q25.3"	"AF078749"	"NM_021977"
"HGNC:10968"	"SLC22A4"	"solute carrier family 22 (organic cation/ergothioneine transporter), member 4"	"Approved"		"OCTN1, MGC34546"	"5q23.3"	"AB007448"	"NM_003059"
"HGNC:10969"	"SLC22A5"	"solute carrier family 22 (organic cation/carnitine transporter), member 5"	"Approved"	"CDSP"	"OCTN2, SCD"	"5q23.3"	"AF057164"	"NM_003060"
"HGNC:10970"	"SLC22A6"	"solute carrier family 22 (organic anion transporter), member 6"	"Approved"		"ROAT1, PAHT, OAT1"	"11q12.3"	"AF057039"	"NM_004790"
"HGNC:10971"	"SLC22A7"	"solute carrier family 22 (organic anion transporter), member 7"	"Approved"		"NLT, OAT2"	"6p21.1"	"AF097518"	
"HGNC:10972"	"SLC22A8"	"solute carrier family 22 (organic anion transporter), member 8"	"Approved"		"OAT3"	"11q12.3"	"AF097491, BC022387"	"NM_004254"
